rho,n_features,n_samples,noise,seed,cond,mean_cv,median_cv,max_cv,n_active,coef_err,spurious,missed
0.999999,6,250,0.01,5,1455.1582078607753,13.543421286160026,19.466018507509705,21.163356139027883,3,0.14865043319938395,1,0
0.999999,6,250,0.01,6,1390.2719435622969,1.9879635287271162,2.7913360198904753,3.1715814527190584,3,0.3568034149901608,1,0
0.999999,6,250,0.01,7,1350.746400218162,1.515952471450226,1.515952471450226,3.031317859490445,2,0.0003373679980860713,0,0
0.0,27,30,0.01,0,20.22391731500467,3.6863376825650094,2.2863611989104307,15.84927092895543,24,0.2919737049641921,22,0
0.0,27,30,0.01,1,19.31446037896052,3.0959947790399798,1.9056554241603476,15.257134806359174,25,0.2797634590536603,23,0
0.0,27,30,0.01,2,17.857997975793797,7.812995587952304,4.5458625870977905,40.005415274881656,25,0.25150020284849295,23,0
0.0,27,30,0.01,3,17.876937127660774,3.3486872869615127,1.818155460122882,17.474354740974405,24,0.2587052425425508,22,0
0.0,27,30,0.01,4,22.082969097561588,7.522147801500004,2.59502838916352,35.92478570519432,24,0.2901475097530271,22,0
0.0,27,30,0.01,5,23.59205582150146,209.3785577982556,2.2495673316224334,4732.622835142979,23,0.3223550265589415,21,0
0.0,27,30,0.01,6,51.96113913714358,3.2048010236086144,1.3877389637135173,16.502851255083637,25,0.427296655713502,23,0
0.0,27,30,0.01,7,18.301011401662198,2.456732765984186,1.5095828134210074,14.150019892798783,26,0.330667795410487,24,0
0.99,27,30,0.01,0,65.69790911902506,7.430866740352696,2.445266889417753,104.04329659725518,24,0.6374272561680213,22,0
0.99,27,30,0.01,1,116.15080647824183,2.1051327447487607,1.506088197690166,6.642935648171692,23,0.6369544286083345,21,0
0.99,27,30,0.01,2,41.586927694932825,6.221000749275816,2.9238233252193853,45.45606766479261,24,0.639333866039211,22,0
0.99,27,30,0.01,3,63.24042192188416,3.962322103639498,1.8423500471493899,24.422616001149045,22,0.6359757567300747,20,0
0.99,27,30,0.01,4,81.02057602904455,39.44199339203071,3.447720038917609,684.5231240987378,19,0.6119183855840978,17,0
0.99,27,30,0.01,5,91.57473175534908,8.378233089041288,2.0126505328226134,136.41742414352308,24,0.6478065588025054,22,0
0.99,27,30,0.01,6,59.84613616978025,5.280950428928803,1.6036568792787746,39.802125143116086,25,0.5985184916886299,23,0
0.99,27,30,0.01,7,26.558751241634763,2.56141881586377,1.4973174953541297,14.64627289253358,26,0.6459078670717695,24,0
0.999,27,30,0.01,0,206.30783273411043,11.04774135526816,1.9232325263870242,157.89260550329556,23,0.6563115116367373,21,0
0.999,27,30,0.01,1,362.13477960552126,2.4050240388763915,1.4800887352331384,18.876284943666505,22,0.6404952217305868,20,0
0.999,27,30,0.01,2,128.12436599918345,17.368249505673756,2.9097021989188363,204.62903074111568,20,0.6445239210833988,18,0
0.999,27,30,0.01,3,193.5600411231522,2.8748684586729008,1.8720802858690968,13.958187933661705,21,0.6332882972571898,19,0
0.999,27,30,0.01,4,250.33848770967296,39.25090924185179,3.1492508752109623,481.3443847719953,24,0.6281743799220684,22,0
0.999,27,30,0.01,5,276.1114305841354,4.5326929810818,2.527282206016664,27.69447890371549,25,0.6482460225014745,23,0
0.999,27,30,0.01,6,132.87823058422387,4.167661589060629,2.015717500043403,44.79448483288804,25,0.657085934798473,23,0
