rho,ic_spread,concentration,n_features,n_samples,noise,seed,cond,mean_cv,median_cv,max_cv,n_active,coef_err,spurious,missed
0.75,0.75,0.25,9,100,0.001,1,32.55951589183831,0.3699552265933803,0.2879971199380065,0.9428922610203999,8,0.00048752903725100675,0,0
0.75,0.75,0.25,9,100,0.001,2,46.10512120668154,0.3313988373448277,0.2107221541990167,0.9410479797127127,11,0.13647321838518978,3,0
0.75,0.75,0.25,9,100,0.001,3,26.14257801244827,0.42207669747929616,0.5057405502444878,0.7053956345380836,8,0.002318239998298843,0,0
0.75,0.75,0.25,9,100,0.001,4,51.1016488628854,0.6601675434878226,0.3649348014284297,2.2150487314173577,10,0.0062699780651521205,2,0
0.75,0.75,0.25,9,100,0.001,5,43.746942321642145,0.6229894494112966,0.5991169243717707,1.088833545825225,8,0.0009531981263409,0,0
0.5,0.5,0.5,9,100,0.001,0,40.07569358603383,0.5820289742368712,0.4528496374378358,1.79910692690821,12,0.21525346902885703,4,0
0.5,0.5,0.5,9,100,0.001,1,33.0449186655364,0.32307254575301053,0.2737947141277471,0.6942250082163383,8,0.00041873060781641804,0,0
0.5,0.5,0.5,9,100,0.001,2,38.513966171423206,0.30212399048475047,0.1970992623099419,0.6699424059699728,11,0.13764783762634258,3,0
0.5,0.5,0.5,9,100,0.001,3,43.05759505709009,0.5109131869310066,0.5973612102476397,0.837661639135721,8,0.003026364468405618,0,0
0.5,0.5,0.5,9,100,0.001,4,72.24895065821386,0.6814947921033353,0.39162476369116955,2.2529728830273723,10,0.012023435587875688,2,0
0.5,0.5,0.5,9,100,0.001,5,49.33777394914127,0.5979453714763274,0.6310718306628478,0.9869311884510684,8,0.0013186838840154272,0,0
0.25,0.25,0.75,9,100,0.001,0,74.74262674304292,0.554483868908201,0.5354010581117379,1.1961143246734618,12,0.19093364546905145,4,0
0.25,0.25,0.75,9,100,0.001,1,36.57278598239737,0.3172686143782956,0.26732708743885397,0.5738172259354497,8,0.0007753506047416109,0,0
0.25,0.25,0.75,9,100,0.001,2,41.03223000019623,0.31290566775007894,0.2884744753023113,0.6322652753366025,11,0.19189737499347267,3,0
